workerid,exp_condition,sent_condition,sentence,typed_sentence,correctly_typed,seen_sentence,picture,picture_description,bpassive_active_other,passive_active_other,seen_picture,Answer.time_in_minutes,Answer.practice,item,trial_type,slide_number
2,passive,passive,The minister was cut by the broken stained glass window,the minister was cut by the broken stained glass window,1,No,27,the lightning strikes the man,A,A,No,15.0469,the girl jumps rope,minister,target,26
2,passive,active,The ship approached the pier,the ship approached the pier,1,No,4,the crane hits the building,A,A,No,15.0469,the girl jumps rope,ship,target,28
2,passive,passive,The students were bankrupted by the new sports complex,the students were bankrupted by the new sports complex,1,No,29,the wave hits the woman,A,A,No,15.0469,the girl jumps rope,students,target,30
2,passive,active,The senator unveiled the statue,the senator unveiled the statue,1,No,3,the car hits the ambulance,A,A,No,15.0469,the girl jumps rope,senator,target,32
2,passive,passive,The 747 was radioed by the airport control tower,the 747 was radioed by the airport control tower,1,No,32,the pirate slaps the sailor,A,A,No,15.0469,the girl jumps rope,747,target,34
2,passive,passive,The councilman was impressed by the new building,the councilman was impressed by the new building,1,No,1,the ball hits the boy,A,A,No,15.0469,the girl jumps rope,councilman,target,36
2,passive,active,The nymphs saw the waterfall,the nymphs saw the waterfall,1,No,20,the rock hit the boy,A,A,No,15.0469,the girl jumps rope,nymphs,target,38
2,passive,active,The escaping prisoner avoided the guard tower,the escaping prisoner avoided the guard tower,1,No,24,the sailor kicks the man,A,A,No,15.0469,the girl jumps rope,prisoner,target,40
2,passive,passive,The Cub Scouts were warmed by the campfire,the Cub Scouts were warmed by the campfire,1,No,12,the train hit the bus,A,A,No,15.0469,the girl jumps rope,scouts,target,42
2,passive,active,The engineers criticized the monument,the engineers criticized the monument,1,No,15,the fireman saves the baby,A,A,No,15.0469,the girl jumps rope,engineers,target,44
2,passive,active,The new graduate joined the software company,the new graduate joined the software company,1,No,2,the rock hits the man,A,A,No,15.0469,the girl jumps rope,graduate,target,46
2,passive,passive,The foreigner was confused by the blinking traffic light,the foreigner was confused by the blinking traffic light,1,Yes,26,the boy rescues the girl,A,A,No,15.0469,the girl jumps rope,foreigner,target,48
2,passive,passive,The construction worker was hit by the bulldozer,the construction worker was hit by the bulldozer,1,Yes,22,the horse kicks the cow,A,A,No,15.0469,the girl jumps rope,worker,target,50
2,passive,passive,The stockbroker was sued by the client,the stockbroker was sued by the client,1,No,17,the shark attacks the man,A,A,No,15.0469,the girl jumps rope,stockbroker,target,52
2,passive,active,The fishermen damaged the buoy,the fishermen damaged the buoy,1,No,6,the lightning struck the church,A,A,No,15.0469,the girl jumps rope,fishermen,target,54
2,passive,active,The businessman left the airline ticket counter,the businessman left the airline ticket counter,1,No,9,the alarm wakes up the man,A,A,No,15.0469,the girl jumps rope,businessman,target,56
2,passive,active,The scientist examined the apple tree,the scientist examined the apple tree,1,No,10,the wave hits the man,A,A,No,15.0469,the girl jumps rope,scientist,target,58
2,passive,active,The bag lady stopped the revolving door,the bag lady stopped the revolving door,1,No,21,the toy scares the girl,A,A,No,15.0469,the girl jumps rope,lady,target,60
2,passive,active,The surfer watched the stormy sea,the surfer watched the stormy sea,1,No,25,the devil pokes the angel,A,A,No,15.0469,the girl jumps rope,surfer,target,62
2,passive,active,The Dalmatian chased the fire truck,the Dalmatian chased the fire truck,1,No,7,the truck tows the car,A,A,No,15.0469,the girl jumps rope,Dalmatian,target,64
2,passive,active,The young woman admired the lake,the young woman admired the lake,1,No,31,the chef tickles the criminal,A,A,No,15.0469,the girl jumps rope,young_woman,target,66
2,passive,passive,The children were deafened by the church organ,the children were deafened by the church organ,1,No,28,"""the wind blows the mans hat away""",A,A,No,15.0469,the girl jumps rope,children,target,68
3,passive,active,The secretary cleaned the drinking fountain,The secretary cleaned the drinking fountain,1,No,25,The demon stabbed the angel with the pitchfork.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,secretary,target,6
3,passive,passive,The bag lady was caught by the revolving door,The bag lady was caught by the revolving door,1,No,17,The shark is about to eat the man.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,lady,target,8
3,passive,passive,The scientist was inspired by the apple tree,The scientist was inspired by the apple tree,1,No,22,The horse is kicking the cow.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,scientist,target,10
3,passive,active,The nymphs saw the waterfall,The nymphs saw the waterfall,1,No,5,The tornado destroyed the barn.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,nymphs,target,12
3,passive,passive,The dog was protected by the fence,The dog was protected by the fence,1,No,12,The train hit the bus.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,dog,target,14
3,passive,active,The construction worker drove the bulldozer,The construction worker drove the bulldozer,1,No,1,The ball struck the man in the head.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,worker,target,16
3,passive,passive,The engineers were appalled by the monument,The engineers were appalled by the monument,1,No,8,The wasp stings the bald man.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,engineers,target,18
3,passive,active,The escaping prisoner avoided the guard tower,The escaping prisoner avoided the guard tower,1,No,27,The golfer is struck by lightning.,BP,BP,No,28.36276667,The girl with a broken foot is jumping rope.,prisoner,target,20
3,passive,active,The foreigner misunderstood the blinking traffic light,The foreigner misunderstood the blinking traffic light,1,No,24,The sailor kicks the soldier in the butt.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,foreigner,target,22
3,passive,passive,The dictator was overthrown by the general,The dictator was overthrown by the general,1,No,18,The woman kisses the man.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,dictator,target,24
3,passive,active,The children disliked the church organ,The children disliked the church organ,1,No,29,The wave towers over the woman in the bikini.,Other,Other,No,28.36276667,The girl with a broken foot is jumping rope.,children,target,26
3,passive,passive,The 747 was radioed by the airport control tower,The 747 was radioed by the airport control tower,1,No,19,The woman kicks the man in the butt.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,747,target,28
3,passive,passive,The princess was delighted by the palace's old gate,"""The princess was delighted by the palaces old gate""",1,No,23,The boxer punches the referee.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,princess,target,30
3,passive,passive,The ship was damaged by the pier,The ship was damaged by the pier,1,No,6,The church is struck by lightning.,BP,BP,No,28.36276667,The girl with a broken foot is jumping rope.,ship,target,32
3,passive,passive,The students were bankrupted by the new sports complex,The students were bankrupted by the new sports complex,1,No,3,The cars hits the ambulance from behind.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,students,target,34
3,passive,passive,The businessman was paged by the airline ticket counter,The businessman was paged by the airline ticket counter,1,No,26,The man in the boat rescues the woman in the water.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,businessman,target,36
3,passive,passive,The councilman was impressed by the new building,The councilman was impressed by the new building,1,No,10,The wave is crashing down on the man in the water.,Other ,Other ,No,28.36276667,The girl with a broken foot is jumping rope.,councilman,target,38
3,passive,active,The senator unveiled the statue,The senator unveiled the statue,1,No,21,The jack in the box scares the little girl.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,senator,target,40
3,passive,passive,The bum was scratched by the bushes,The bum was scrathed by the bushes,1,No,2,"""The rock falls off the cliff onto the mans head.""",Other ,Other ,No,28.36276667,The girl with a broken foot is jumping rope.,bum,target,42
3,passive,active,The new graduate joined the software company,The new graduate joined the software company,1,No,14,The whale swallows the man.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,graduate,target,44
3,passive,active,The Cub Scouts enjoyed the camp fire,The Cub Scouts enjoyed the camp fire,1,No,32,The pirate slaps the sailor.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,scouts,target,46
3,passive,passive,The lumberjack was struck by the giant redwood tree,The lumberjack was struck by the giant redwood tree,1,No,7,The truck tows the car.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,lumberjack,target,48
3,passive,passive,The minister was cut by the broken stained glass window,The minister was cut by the broken stained glass window,1,No,16,The girl pushes the boy on the sled.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,minister,target,50
3,passive,passive,The woman was stung by the jellyfish,The woman was stung by the jellyfish,1,No,20,The strikes the man on the head.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,woman,target,52
3,passive,active,The grandmother liked the flowers,The grandmother liked the flowers,1,No,31,"""The chef tickles the robbers foot with a leaf.""",A,A,No,28.36276667,The girl with a broken foot is jumping rope.,grandmother,target,54
3,passive,active,The missing geologist underestimated the volcano,The missing geologist underestimated the volcano,1,No,15,The fireman rescues the baby from the burning room.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,geologist,target,56
3,passive,passive,The Dalmatian was pursued by the fire truck,The Dalmation was pursued by the fire truck,1,No,4,The wrecking ball knocks over the building.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,Dalmatian,target,58
3,passive,active,The surfer watched the stormy sea,The surfer watched the stormy sea,1,No,9,The alarm clock wakes up the man.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,surfer,target,60
3,passive,active,The fishermen damaged the buoy,The fishermen damaged the buoy,1,No,13,The dog chases the mailman.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,fishermen,target,62
3,passive,active,The stockbroker impressed the client,The stockbroker impressed the client,1,No,28,The wind blows the hat off of the man.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,stockbroker,target,64
3,passive,active,The young woman admired the lake,The young woman admired the lake,1,No,30,The ballerina trips the boxer.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,young_woman,target,66
3,passive,active,The patron destroyed the jukebox in the bar,The patron destroyed the jukebox in the bar,1,No,11,The ambulance hits the police man from behind.,A,A,No,28.36276667,The girl with a broken foot is jumping rope.,patron,target,68
4,non-by-locative,non-by-locative,The engineers have conferred at the monument,The engineers have conferred at the monument,1,No,10,The swimmer got caught in the tsunami.,Other,P,No,30.7732,The girl with the broken foot is jumping rope,engineers,target,6
4,non-by-locative,non-by-locative,The bum has napped in the bushes,The bum has napped in the bushes,1,No,1,The man got hit in the back of the head by the baseball.,BP,BP,No,30.7732,The girl with the broken foot is jumping rope,bum,target,8
4,non-by-locative,active,The councilman opened the new building,The councilman opened the new building,1,No,28,"""The wind blew the businessmans hat off his head.""",A,A,No,30.7732,The girl with the broken foot is jumping rope,councilman,target,10
4,non-by-locative,non-by-locative,The missing geologist has wandered into the volcano,The missing geologist has wandered into the volcano,1,No,6,The cross on top of the church was struck by lightning.,BP,BP,No,30.7732,The girl with the broken foot is jumping rope,geologist,target,12
4,non-by-locative,active,The construction worker drove the bulldozer,The construction worker drove drove the bulldozer,1,No,7,The Volkswagen Beetle was being towed away.,Other,P,No,30.7732,The girl with the broken foot is jumping rope,worker,target,14
4,non-by-locative,non-by-locative,The escaping prisoner has hidden below the guard tower,The escaping prisoner has hidden below the guard tower,1,No,14,The giant whale swallowed the swimmer.,A,A,No,30.7732,The girl with the broken foot is jumping rope,prisoner,target,16
4,non-by-locative,active,The surfer watched the stormy sea,The surfer watched the stormy sea,1,No,5,The tornado blasted through the barn and tore it apart.,A,A,No,30.7732,The girl with the broken foot is jumping rope,surfer,target,18
4,non-by-locative,non-by-locative,The children have played beside the church organ,The children have played beside the church organ,1,No,19,The woman kicked the man in the behind.,A,A,No,30.7732,The girl with the broken foot is jumping rope,children,target,20
4,non-by-locative,active,The nymphs saw the waterfall,The nymphs saw the waterfall,1,No,26,The man in the boat rescued the drowning woman.,A,A,No,30.7732,The girl with the broken foot is jumping rope,nymphs,target,22
4,non-by-locative,active,The princess renovated the palace's old gate,"""The princess renovated the palaces old gate""",1,No,11,The police officer was run over by the ambulance.,BP,BP,No,30.7732,The girl with the broken foot is jumping rope,princess,target,24
4,non-by-locative,active,The patron destroyed the jukebox in the bar,The patron destroyed the jukebox in the bar,1,No,18,The wife kissed the husband on the cheek.,A,A,No,30.7732,The girl with the broken foot is jumping rope,patron,target,26
4,non-by-locative,non-by-locative,The dog has barked behind the fence,The dog has barked behind the fence,1,No,17,The shark attacked the swimmer.,A,A,No,30.7732,The girl with the broken foot is jumping rope,dog,target,28
4,non-by-locative,non-by-locative,The new graduate has driven around the software company,The new graduate has driven around the software company,1,No,4,The wrecking ball knocked down the old building.,A,A,No,30.7732,The girl with the broken foot is jumping rope,graduate,target,30
4,non-by-locative,active,The woman caught the jellyfish,The woman caught the jellyfish,1,No,13,The mean dog chased the mailman.,A,A,No,30.7732,The girl with the broken foot is jumping rope,woman,target,32
4,non-by-locative,non-by-locative,The 747 has landed near the airport control tower,The 747 has landed near the airport control tower,1,No,31,"""The chef tickled the criminals foot with a leaf.""",A,A,No,30.7732,The girl with the broken foot is jumping rope,747,target,34
4,non-by-locative,active,The Dalmatian chased the fire truck,The Dalmatian chased the fire truck,1,No,22,The horse kicked the cow right in the behind.,A,A,No,30.7732,The girl with the broken foot is jumping rope,Dalmatian,target,36
4,non-by-locative,non-by-locative,The dictator has stood behind the general,The dictator has stood behind the general,1,No,29,The woman in the ocean was about to be hit by a giant wave.,BP,BP,No,30.7732,The girl with the broken foot is jumping rope,dictator,target,38
4,non-by-locative,non-by-locative,The grandmother has sketched near the flowers,The grandmother has sketched near the flowers,1,No,3,The sports car crashed into the back of the ambulance.,A,A,No,30.7732,The girl with the broken foot is jumping rope,grandmother,target,40
4,non-by-locative,non-by-locative,The ship has docked at the pier,The ship has docked at the pier,1,No,32,The pirate slapped the sailor across the face.,A,A,No,30.7732,The girl with the broken foot is jumping rope,ship,target,42
4,non-by-locative,active,The young woman admired the lake,The young woman admired the lake,1,No,23,The boxer uppercutted the referee right on the chin.,A,A,No,30.7732,The girl with the broken foot is jumping rope,young_woman,target,44
4,non-by-locative,non-by-locative,The businessman has waited behind the airline ticket count,The businessman has waited behind the airline ticket count,1,No,21,The jack in the box scared the girl.,A,A,No,30.7732,The girl with the broken foot is jumping rope,businessman,target,46
4,non-by-locative,non-by-locative,The stockbroker has sat opposite the client,The stockbroker has sat opposite the client,1,No,25,The devil poked the angel with the pitchfork.,A,A,No,30.7732,The girl with the broken foot is jumping rope,stockbroker,target,48
4,non-by-locative,active,The secretary cleaned the drinking fountain,The secretary cleaned the drinking fountain,1,No,27,The putting golfer was struck by lightning.,BP,BP,No,30.7732,The girl with the broken foot is jumping rope,secretary,target,50
4,non-by-locative,active,The minister fixed the broken stained glass window,The minister fixed the broken stained glass window,1,No,24,The sailor kicked the army man on the butt.,A,A,No,30.7732,The girl with the broken foot is jumping rope,minister,target,52
